date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:32:09	10160/10160	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:57%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex3.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex3.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:10	17121/17121	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:52%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex4.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex4.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:10	25397/25397	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:54%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex5.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex5.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:10	26199/26199	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:54%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex6.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex6.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:12	18999/18999	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:56%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex7.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex7.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:13	19275/19275	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:56%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex8.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex8.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:15	12067/12067	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:55%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex9.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex9.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:15	22893/22893	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:53%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex10.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex10.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:15	17726/17726	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:57%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex11.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex11.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:15	11944/11944	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:57%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex12.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex12.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:16	12553/12553	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:55%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex13.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex13.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:16	17455/17455	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:53%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex14.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex14.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:16	9964/9964	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:53%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/ex15.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/ex15.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:17	10664/10664	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202014%2000:59:52%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/next.html	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/next.html	(from http://learnpythonthehardway.org/book/appendixa.html)
11:32:17	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jun%202014%2001:38:48%20GMT	http://learnpythonthehardway.org/book/GET	c:/temp/websites/python_book/learnpythonthehardway.org/book/GET	(from https://paydiv.io/static/js/videojs/video.js)
11:32:19	3536/3536	---M--	200	added ('OK')	application/octet-stream	etag:%2252783bbd-dd0%22	https://paydiv.io/static/js/videojs/font/vjs.eot	c:/temp/websites/python_book/paydiv.io/static/js/videojs/font/vjs.eot	(from https://paydiv.io/static/js/videojs/video-js.css)
11:32:20	3536/3536	---M--	200	added ('OK')	application/octet-stream	etag:%2252783bbd-dd0%22	https://paydiv.io/static/js/videojs/font/vjs.eot?	c:/temp/websites/python_book/paydiv.io/static/js/videojs/font/vjsd41d.eot	(from https://paydiv.io/static/js/videojs/video-js.css)
11:32:20	4228/4228	---M--	200	added ('OK')	application/octet-stream	etag:%2252783bbd-1084%22	https://paydiv.io/static/js/videojs/font/vjs.woff	c:/temp/websites/python_book/paydiv.io/static/js/videojs/font/vjs.woff	(from https://paydiv.io/static/js/videojs/video-js.css)
11:32:21	3372/3372	---M--	200	added ('OK')	application/octet-stream	etag:%2252783bbd-d2c%22	https://paydiv.io/static/js/videojs/font/vjs.ttf	c:/temp/websites/python_book/paydiv.io/static/js/videojs/font/vjs.ttf	(from https://paydiv.io/static/js/videojs/video-js.css)
11:32:23	17780/17780	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Jun%202014%2000:59:52%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/font-awesome.min.css	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/stylesheets/font-awesome.min.css	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:25	143314/143314	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Jun%202014%2000:59:54%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/foundation.min.css	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/stylesheets/foundation.min.css	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:25	7582/7582	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Jun%202014%2000:59:55%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/normalize.css	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/stylesheets/normalize.css	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:25	6634/6634	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Jun%202014%2000:59:54%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/main.css	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/stylesheets/main.css	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:25	3731/3731	---M--	200	added ('OK')	text/css	date:Fri,%2006%20Jun%202014%2000:59:56%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/pygments.css	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/stylesheets/pygments.css	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:26	11252/11252	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2006%20Jun%202014%2000:59:57%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/javascripts/modernizr.js	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/javascripts/modernizr.js	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:27	84587/84587	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2006%20Jun%202014%2000:59:55%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/javascripts/jquery.js	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/javascripts/jquery.js	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:29	85493/85493	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2006%20Jun%202014%2000:59:56%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/javascripts/foundation.min.js	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/javascripts/foundation.min.js	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:31	1165/1165	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2006%20Jun%202014%2000:59:52%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/javascripts/index.js	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/javascripts/index.js	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:31	12339/12339	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Jun%202014%2000:59:51%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/images/logo.png	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/images/logo.png	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:31	934/934	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2006%20Jun%202014%2000:59:53%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/javascripts/app.js	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/javascripts/app.js	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:31	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jun%202014%2001:39:03%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/javascripts/littools.js	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/javascripts/littools.js	(from http://learnpythonthehardway.org/book/appendix-a-cli/introduction.html)
11:32:35	125/125	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jun%202014%2001:32:35%20GMT	https://paydiv.io/robots.txt		(from https://paydiv.io/static/js/videojs/video-js.css)
11:32:39	38205/38205	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2006%20Jun%202014%2000:59:53%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfont.eot?v=4.0.3	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfontba72.eot	(from http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/font-awesome.min.css)
11:32:43	202148/202148	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2006%20Jun%202014%2000:59:54%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfont.svg?v=4.0.3	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfontba72.svg	(from http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/font-awesome.min.css)
11:32:43	38205/38205	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2006%20Jun%202014%2000:59:53%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfont.eot?	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfontd41d.eot	(from http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/font-awesome.min.css)
11:32:46	44432/44432	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2006%20Jun%202014%2000:59:56%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfont.woff?v=4.0.3	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfontba72.woff	(from http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/font-awesome.min.css)
11:32:52	51672/51672	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2006%20Jun%202014%2000:59:52%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/fonts/myriadpro-cond.woff	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/fonts/myriadpro-cond.woff	(from http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/main.css)
11:32:53	80652/80652	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2006%20Jun%202014%2000:59:54%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfont.ttf?v=4.0.3	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/fonts/fontawesome-webfontba72.ttf	(from http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/font-awesome.min.css)
11:33:08	443268/443268	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2006%20Jun%202014%2000:59:55%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/fonts/myriadpro-cond.svg	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/fonts/myriadpro-cond.svg	(from http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/main.css)
11:33:09	115016/115016	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2006%20Jun%202014%2000:59:55%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/fonts/myriadpro-cond.eot	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/fonts/myriadpro-cond.eot	(from http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/main.css)
11:33:10	114728/114728	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2006%20Jun%202014%2000:59:55%20GMT	http://learnpythonthehardway.org/book/appendix-a-cli/fonts/myriadpro-cond.ttf	c:/temp/websites/python_book/learnpythonthehardway.org/book/appendix-a-cli/fonts/myriadpro-cond.ttf	(from http://learnpythonthehardway.org/book/appendix-a-cli/stylesheets/main.css)
